date,author,total_sightings,hours_counted,hph,total_species,tuvu,ospr,wtki,baea,noha,ssha,coha,gosh,rsha,bwha,swha,rtha,feha,rlha,goea,amke,merl,pefa,prfa,unid_accipiter,unid_buteo,unid_eagle,unid_falcon,unid_raptor
20110914,Katie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110915,Brittney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110916,Brittney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110917,Katie,468,6,78,12,114,2,2,0,1,89,71,0,14,10,0,136,0,0,0,6,1,2,0,15,3,0,0,2
20110918,Robyn,421,6,70.17,10,159,4,0,0,0,53,30,0,7,1,0,108,0,0,0,5,1,3,0,34,2,0,0,14
20110919,Robyn,360,6,60,12,73,1,0,0,1,85,30,0,8,3,0,132,2,0,0,5,1,3,0,12,1,0,0,3
20110920,Brittney,270,6,45,10,41,1,0,0,0,51,29,0,1,4,0,119,1,0,0,1,0,1,0,16,2,0,0,3
20110921,Robyn,361,6,60.17,9,84,3,0,0,1,66,24,0,0,8,0,128,0,0,0,10,6,0,0,19,8,0,1,3
20110922,Jill,308,4,77,11,97,2,0,0,1,57,25,0,2,9,0,96,0,0,0,1,1,1,0,15,0,0,0,1
20110923,Katie,289,5.5,52.2,9,76,0,0,0,0,42,19,0,0,0,1,131,1,0,0,3,2,0,1,8,2,0,0,3
20110924,Brittney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110925,Jill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110926,Jill,494,6,82.33,11,128,2,2,0,0,102,43,0,9,38,0,136,3,0,0,8,3,0,0,14,5,0,1,0
20110927,Katie and Robyn,425,6,70.83,11,132,0,1,0,3,107,43,0,13,12,0,86,0,0,1,6,2,0,0,16,3,0,0,0
20110928,Katie,459,5.8,78.69,11,130,3,0,0,2,83,53,0,16,19,0,128,0,0,0,3,0,1,1,14,1,0,0,5
20110929,Brittney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110930,Brittney,186,5.7,32.82,6,89,1,0,0,0,16,16,0,0,0,0,56,0,0,0,4,0,0,0,3,0,0,1,0
20111001,Jill,295,6,49.17,9,158,0,0,0,0,4,5,0,2,4,0,106,1,0,0,7,0,2,0,0,2,0,0,4
20111002,Jill,351,6,58.5,12,104,1,1,0,4,49,35,0,5,3,0,119,0,0,0,3,1,3,0,10,8,0,1,4
20111003,Robyn,52,2.03,25.57,4,31,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,1
20111004,Brittney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20111005,Robyn,175,4.75,36.84,8,56,0,0,0,0,44,10,0,0,2,0,38,0,0,0,7,2,7,0,5,1,2,0,1
20111006,Katie,158,4.4,35.77,9,70,1,0,0,0,32,4,0,5,4,0,37,0,0,0,3,0,1,0,1,0,0,0,0
20111007,Katie,751,6,125.2,12,107,5,2,0,4,261,158,0,22,19,0,103,0,0,0,8,3,2,0,43,5,0,0,9
20111008,Brittney,834,5.83,142.97,10,105,0,0,0,2,335,143,0,9,20,0,132,1,0,0,7,0,2,0,71,2,0,0,5
20111009,Megan,449,5.83,76.8,9,131,0,0,0,6,121,37,0,10,10,0,62,0,0,0,0,1,0,0,60,3,0,0,8
20111010,Jill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20111011,Katie,107,3.5,30.57,9,16,0,0,0,0,38,16,0,2,2,0,14,0,0,0,4,1,2,0,9,2,0,0,1
20111012,Katie,449,6,74.83,11,147,0,4,0,6,115,57,0,13,4,0,75,0,0,0,10,5,1,0,11,0,0,0,1
20111013,Robyn,336,6,56,11,110,1,0,0,2,54,44,0,5,5,0,81,0,0,0,7,9,5,0,9,2,0,0,2
20111014,Jill,285,6,47.5,10,127,1,0,0,0,27,39,0,3,1,1,71,0,0,0,4,1,0,0,6,0,0,1,3
20111015,Katie,119,4,29.75,7,32,0,0,0,0,19,12,0,0,0,0,36,0,0,0,5,3,4,0,4,2,0,0,2
20111016,Robyn,195,6,32.5,11,94,0,2,0,2,14,4,0,4,2,0,53,0,0,0,5,2,4,0,3,0,0,1,5
20111017,Robyn,419,6,69.83,13,117,4,2,0,4,101,54,0,2,3,0,76,1,0,0,16,20,5,0,11,2,0,1,0
20111018,Megan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20111019,Megan ,400,6,66.67,11,93,0,0,1,7,40,58,0,3,4,0,133,0,0,0,8,11,8,0,20,6,0,1,7
20111020,Katie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20111021,Katie,395,5.5,71.8,12,80,0,2,0,20,46,46,0,2,9,1,153,0,0,0,12,4,3,0,6,1,0,1,9
20111022,Brittney,436,6,72.67,9,90,0,0,0,8,60,56,0,7,3,0,175,0,0,0,0,11,4,0,14,2,0,1,5
20111023,Megan ,450,6,75,8,137,0,0,0,3,54,74,0,0,0,0,151,0,0,0,1,4,2,0,16,1,0,2,5
20111024,Megan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20111025,Robyn,280,6,46.67,10,88,0,4,0,3,29,26,0,1,0,0,100,0,0,0,7,7,8,0,4,0,0,3,0
20111026,Katie,379,6,63.17,13,85,0,4,1,17,42,36,0,4,1,0,148,1,0,0,12,8,12,0,4,0,0,3,1
20111027,Brittney,534,6,89,12,118,0,3,1,17,50,92,0,8,1,0,215,0,0,0,3,2,7,0,10,1,0,0,6
20111028,Brittney,426,6,71,12,122,1,0,0,12,25,43,0,7,1,0,190,1,0,0,3,6,5,0,7,3,0,0,0
20111029,Katie,368,6,61.33,12,107,0,3,0,15,15,13,0,7,0,1,170,0,0,1,8,7,4,0,6,4,0,1,6
20111030,Robyn,347,6,57.83,12,107,0,11,0,6,30,18,0,1,0,0,125,1,0,1,5,4,7,0,13,2,0,0,16
20111031,Robyn,213,6,35.5,9,65,0,1,0,1,20,14,0,0,0,0,99,0,0,0,3,3,2,0,5,0,0,0,0
20111101,Megan ,367,6,61.17,13,84,0,0,1,8,17,16,0,2,0,1,209,2,0,1,5,4,8,0,4,3,0,0,2
20111102,Megan ,426,6,71,11,153,0,2,0,7,28,36,0,3,0,0,157,1,0,0,3,3,6,0,12,8,0,2,5
20111103,Katie,78,3,26,8,21,0,0,0,2,3,4,0,0,0,0,39,0,0,0,1,1,4,0,1,1,0,1,0
20111104,Katie,349,6,58.17,13,108,0,3,2,8,11,18,0,8,0,1,155,0,0,3,2,2,15,0,6,5,0,2,0
20111105,Brittney,134,6,22.33,8,46,0,2,0,4,0,3,0,0,0,0,62,0,0,0,2,1,7,0,2,0,0,0,5
20111106,Megan ,238,6,39.67,9,80,0,3,0,7,2,8,0,2,0,0,110,0,0,0,8,0,13,0,1,1,0,0,3
20111107,Megan ,193,6,32.17,9,71,0,0,0,3,9,10,0,2,0,0,88,0,0,0,2,2,2,0,1,2,0,0,1
20111108,Robyn,210,5.83,36,9,92,1,3,0,7,2,11,0,4,0,0,83,0,0,0,7,0,0,0,0,0,0,0,0
20111109,Katie,215,6,35.83,10,93,0,0,1,5,9,11,0,1,0,0,82,0,0,0,4,2,4,0,1,0,0,1,1
20111110,Brittney,254,6,42.33,10,128,0,1,0,10,5,13,0,1,0,0,79,0,0,0,7,2,2,0,4,2,0,0,0
20111111,Brittney,18,2,9,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20111112,Katie,298,6,49.67,9,153,0,0,0,7,3,4,0,2,0,0,100,0,0,0,7,2,10,0,2,4,0,0,4
20111113,Robyn,240,5.83,41.14,11,66,1,6,0,8,15,16,0,4,0,0,101,0,0,0,3,2,2,0,6,4,0,1,5
20111114,Robyn,278,6,46.33,12,74,0,7,1,14,13,13,0,0,0,1,112,0,0,1,8,6,13,0,6,4,0,1,4
20111115,Brittney,247,6,41.17,8,82,1,0,0,11,12,19,0,0,0,0,106,1,0,0,8,0,0,0,5,2,0,0,0
20111116,Robyn,373,5.75,64.87,10,114,0,2,0,17,11,30,0,0,0,1,176,0,0,0,2,1,6,0,4,5,0,1,3
20111117,Katie,227,5.5,41.27,9,71,1,0,0,4,6,6,0,3,0,0,115,0,0,0,7,0,6,0,5,1,0,0,2
20111118,Katie,69,4.75,14.53,5,12,0,0,0,0,1,0,0,0,0,0,40,0,0,0,1,0,6,0,0,0,0,0,9
20111119,Brittney,172,6,28.67,7,68,0,0,0,2,4,8,0,0,0,0,76,0,0,0,4,0,5,0,2,0,0,0,3
20111120,Megan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20111121,Megan ,87,5,17.4,7,56,1,0,0,3,0,1,0,0,0,2,18,0,0,0,4,0,0,0,0,2,0,0,0
20111122,Robyn,102,5,20.4,6,50,0,0,0,2,0,0,0,0,0,1,43,0,0,0,3,0,1,0,0,0,0,0,2
20111123,Katie,67,3.5,19.14,5,35,0,0,0,1,0,0,0,0,0,0,26,0,0,0,1,0,4,0,0,0,0,0,0
20111124,Jill,63,3.75,16.8,8,29,0,0,0,2,0,1,0,0,0,0,22,1,0,0,3,1,3,0,0,0,0,0,1
20111125,Jill,25,4,6.25,5,7,0,1,0,0,0,1,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,1
20111126,Katie,136,4,34,8,73,0,0,0,1,1,5,0,1,0,0,40,0,0,0,5,0,5,0,0,3,0,1,1
20111127,Robyn,102,5,20.4,7,45,0,0,0,2,3,7,0,0,0,0,37,0,0,0,1,0,1,0,2,3,0,0,1
20111128,Robyn,57,4.5,12.67,7,16,0,0,0,6,4,1,0,0,0,0,26,0,0,0,2,2,0,0,0,0,0,0,0
20111129,Brittney,34,5,6.8,6,7,0,0,0,4,3,1,0,0,0,0,14,0,0,0,2,0,0,0,1,1,0,0,1
20111130,Robyn,282,5.67,49.76,8,75,0,0,0,3,9,3,0,2,0,0,167,0,0,0,7,0,9,0,3,2,0,0,2
20111201,Katie,71,2.5,28.4,4,28,0,0,0,0,7,2,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0
20111202,Katie,200,6,33.33,7,62,0,0,0,7,9,7,0,0,0,0,107,0,0,0,2,0,1,0,1,2,0,0,2
20111203,Brittney,277,6,46.17,12,44,2,0,1,9,7,3,0,3,0,1,196,0,0,1,3,0,1,0,1,4,0,0,1
20111204,Megan ,148,6,24.67,8,53,0,0,0,14,1,2,0,0,0,1,64,0,0,0,5,0,4,0,1,2,0,1,0
