date,author,total_sightings,hours_counted,hph,total_species,tuvu,ospr,wtki,baea,noha,ssha,coha,gosh,rsha,bwha,swha,rtha,feha,rlha,goea,amke,merl,pefa,prfa,unid_accipiter,unid_buteo,unid_eagle,unid_falcon,unid_raptor
20120924,KAH,135,2.83,47.65,10,22,1,1,0,2,41,15,0,0,12,0,18,0,0,0,6,1,0,0,11,2,0,1,2
20120925,Sarah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120926,KAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120927,Regan and Sarah,822,4,205.5,11,64,0,3,0,2,162,135,0,22,295,1,117,0,0,0,2,0,1,0,12,3,0,1,2
20120928,Regan Dohm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120929,Sarah,550,4.5,122.22,11,72,1,4,0,1,168,39,0,38,133,0,78,0,0,0,5,0,2,0,9,0,0,0,0
20120930,Heather,499,6,83.5,12,98,1,5,0,7,92,34,0,20,103,0,107,1,0,0,3,0,1,0,23,1,0,0,3
20121001,Heather,405,5.75,70.4,14,119,2,3,0,8,63,55,0,26,31,0,76,1,0,2,1,3,5,0,10,0,0,0,0
20121002,KAH,345,5.5,62.73,12,62,0,2,0,10,58,59,0,24,34,0,80,1,0,0,2,2,2,0,8,1,0,0,0
20121003,Regan and Heather,364,4.75,76.6,11,139,0,0,2,2,27,53,0,3,2,0,121,0,0,0,3,3,1,0,6,2,0,0,0
20121004,Sarah,258,5.75,44.87,10,96,0,2,0,0,17,25,0,7,9,0,74,0,0,0,10,2,6,0,4,2,0,1,3
20121005,Sarah,482,5.88,81.93,14,137,1,3,1,10,47,95,0,24,27,0,108,1,0,0,10,3,4,0,9,2,0,0,0
20121006,Regan Dohm,487,6,81.1,13,119,5,2,0,8,37,117,0,31,8,0,114,0,0,1,3,1,5,0,25,3,0,0,8
20121007,KAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121008,KAH,372,5.75,64.7,11,114,0,3,0,6,31,70,0,5,4,0,102,0,0,0,6,1,1,0,26,3,0,0,0
20121009,Heather,546,6,91,15,206,0,3,0,2,18,60,0,28,22,1,159,1,0,1,4,1,7,1,15,7,0,2,8
20121010,KAH,518,5.75,90.09,13,200,1,5,0,3,24,80,0,18,2,0,138,1,0,0,4,3,5,0,23,3,0,1,7
20121011,Sarah,117,5.41,21.6,8,62,0,0,0,4,3,7,0,1,0,0,31,0,0,0,3,0,2,0,2,0,0,0,2
20121012,Allen Fish,103,5.75,17.9,9,65,0,0,0,3,3,1,0,2,0,0,25,0,1,0,0,2,1,0,0,0,0,0,0
20121013,Sarah,508,6,84.67,14,133,1,15,0,11,33,72,0,20,3,1,179,5,0,0,6,4,5,0,13,2,0,4,1
20121014,Heather,280,3.4,84,8,49,0,4,0,7,38,58,0,11,0,0,90,0,0,0,3,0,0,0,17,0,0,0,3
20121015,Heather,274,5.75,47.7,11,70,0,2,1,5,33,48,0,8,0,0,80,0,0,0,5,0,1,1,17,1,0,0,2
20121016,KAH,324,6,54,12,89,1,6,0,6,14,73,0,14,0,0,91,1,0,0,1,3,3,0,12,4,0,3,3
20121017,Heather,306,5.8,52.5,10,99,0,0,0,15,18,37,0,15,0,0,107,1,0,0,3,3,2,0,3,1,0,0,2
20121018,Allen Fish,369,6,61.5,11,122,1,1,0,10,30,19,0,6,0,1,154,0,0,0,6,0,5,0,9,3,0,0,2
20121019,Sarah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121020,Regan Dohm,363,3.75,96.8,12,77,0,2,0,13,35,53,0,15,3,0,119,1,0,0,6,6,3,0,14,10,0,0,6
20121021,Allen Fish,357,6,59.3,12,115,0,1,0,10,21,43,0,18,0,0,125,1,0,1,1,5,2,0,5,5,0,0,4
20121022,Allen Fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121023,Sarah,209,6,34.83,10,94,0,0,0,5,8,18,0,7,0,0,59,1,0,0,1,2,1,0,4,3,0,0,6
20121024,KAH,153,6,25.5,10,69,0,1,0,2,5,8,0,3,0,0,53,0,0,0,4,1,1,0,4,1,0,0,1
20121025,Sarah,189,5,37.8,8,90,0,0,0,6,17,7,0,3,0,0,54,0,0,0,0,1,7,0,2,0,0,1,1
20121026,Regan Dohm,302,6,50.3,10,87,0,1,0,8,36,31,0,8,0,0,115,0,0,3,0,3,1,0,6,1,0,1,1
20121027,SES,381,6,63.5,11,95,0,3,0,11,57,42,0,13,0,0,136,0,2,0,2,5,4,0,9,0,0,1,1
20121028,Allen Fish,322,6,53.7,13,51,0,1,1,11,60,30,0,6,0,0,133,0,1,1,1,3,2,0,17,4,0,0,0
20121029,Regan Dohm,198,4,49.5,10,48,0,0,0,4,33,24,0,1,0,0,75,1,0,0,1,2,1,0,8,0,0,0,0
20121030,Jill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121031,Regan Dohm,91,3.25,28,6,55,0,0,0,2,4,1,0,0,0,0,25,0,0,0,0,0,2,0,1,0,0,0,1
20121101,KAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121102,Sarah,334,6,55.4,10,102,0,2,2,10,63,21,0,6,0,0,115,0,0,0,2,4,0,0,2,3,0,1,1
20121103,Regan Dohm,414,6,69,10,135,0,0,0,12,69,35,0,3,0,0,107,0,1,0,4,14,16,0,10,1,0,0,7
20121104,KAH,466,6,77.67,12,122,1,0,0,27,70,56,0,2,0,1,140,1,0,0,2,21,4,0,12,2,0,2,3
20121105,KAH,427,6,71.17,13,75,1,0,0,27,85,73,0,3,0,0,127,0,1,1,1,9,3,2,13,2,0,0,4
20121106,Sarah,459,6,76.5,12,129,0,1,0,22,81,46,0,9,0,0,123,1,1,0,2,12,8,0,18,4,0,1,1
20121108,Regan and Sarah,152,3,50.67,8,57,0,0,0,7,13,2,0,0,0,0,60,1,0,0,0,4,4,0,1,1,0,2,0
20121109,James/Allen,333,6,55.5,11,62,0,1,0,12,25,29,0,7,0,0,173,1,0,0,3,6,5,0,5,1,0,0,3
20121110,Sarah,303,6,50.5,12,73,0,1,0,13,22,15,0,9,0,2,143,0,3,0,4,4,4,0,9,0,0,0,1
20121111,Heather,311,6,51.8,11,57,1,4,0,7,11,16,0,3,0,0,183,0,0,0,2,1,20,0,5,1,0,0,0
20121112,Keith G.,411,6,68.5,11,84,0,0,0,18,18,40,0,7,0,0,208,1,2,0,3,3,4,0,5,16,0,2,0
20121113,Regan and Kate,340,6,56.67,11,90,0,3,0,8,13,21,0,7,0,0,182,2,0,0,6,1,2,0,4,1,0,0,0
20121114,Regan,261,6,43.5,10,96,0,0,0,10,12,6,0,0,0,0,118,1,2,0,1,3,5,0,6,1,0,0,0
20121115,Sarah,238,6,39.67,9,90,0,0,0,8,10,8,0,5,0,0,106,0,0,0,3,1,2,0,1,1,0,0,3
20121116,Sarah,31,4,7.75,7,5,0,0,0,0,2,1,0,0,0,0,16,0,0,0,3,2,1,0,0,1,0,0,0
20121117,Regan Dohm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121118,KAH,200,6,33.33,9,63,0,1,0,11,7,3,0,2,0,0,104,0,0,0,6,0,2,0,0,0,0,0,1
20121119,Heather,144,5.5,26.18,9,50,0,0,0,6,6,2,0,3,0,0,65,0,0,0,3,1,6,0,1,0,0,1,0
20121120,Sarah,11,0.75,14.67,2,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20121121,Heather,197,5.5,35.8,11,56,0,0,0,2,8,5,0,2,0,1,108,0,2,0,3,1,4,0,1,3,0,0,1
20121122,Sarah,124,6,20.67,10,51,0,0,0,4,5,1,0,5,0,0,53,0,1,0,1,1,1,0,0,0,0,0,1
20121123,Regan Dohm,286,6,47.7,10,67,0,0,0,12,13,10,0,6,0,0,159,0,0,1,6,3,1,0,4,0,0,0,4
20121124,Sarah,360,6,60,11,115,0,0,0,13,26,14,0,5,0,0,169,1,1,0,2,1,4,0,6,2,0,0,1
20121125,Heather,189,5.5,34.4,9,34,0,1,0,10,15,7,0,6,0,0,104,0,0,0,3,2,0,0,6,1,0,0,0
20121126,Heather,24,3,8,5,1,0,0,0,0,1,1,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0
20121127,KAH,108,5,21.6,7,34,2,0,0,2,3,0,0,0,0,0,55,0,0,0,2,0,5,0,1,3,0,0,1
20121128,Regan Dohm,14,2,7,2,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
20121129,Sarah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121201,Regan Dohm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121203,KAH,132,5,26.4,9,49,0,0,0,5,5,5,0,4,0,0,58,0,0,0,1,0,1,1,0,2,0,0,1
20121204,Heather,94,4,23.5,7,50,0,0,1,3,0,0,0,1,0,0,27,0,0,0,2,0,2,0,0,1,1,0,6
20121206,Sarah,151,5,30.2,7,89,0,0,0,1,2,0,0,2,0,0,45,0,0,0,3,0,7,0,0,2,0,0,0
20121207,Regan Dohm,178,4.5,39.6,9,49,0,0,0,1,1,0,0,6,0,0,114,1,1,0,3,0,2,0,0,0,0,0,0
20121209,Heather,154,4.5,34.22,8,41,0,0,0,4,0,1,0,1,0,0,99,0,0,0,1,1,2,0,1,2,0,0,1
