date,author,total_sightings,hours_counted,hph,total_species,tuvu,ospr,wtki,baea,noha,ssha,coha,gosh,rsha,bwha,swha,rtha,feha,rlha,goea,amke,merl,pefa,prfa,unid_accipiter,unid_buteo,unid_eagle,unid_falcon,unid_raptor
20201006,Allen Fish,254,3.5,72.6,10,86,0,1,0,10,31,17,0,6,39,0,57,0,0,0,2,1,0,0,2,2,0,0,0
20201007,T. E. Ely,185,2.08,88.9,10,58,0,0,0,2,27,16,0,8,16,0,46,0,0,0,1,3,5,0,3,0,0,0,0
20201008,T. E. Ely,257,5,51.4,12,143,0,1,0,4,18,6,0,1,11,0,56,0,0,2,3,1,2,0,3,4,0,0,2
20201009,Allen Fish,138,3.25,42.5,9,73,0,0,0,3,20,3,0,4,12,0,16,0,0,0,0,2,2,0,2,1,0,0,0
20201012,Kelsie McInnis,344,5.25,65.5,12,122,5,0,0,4,43,27,0,12,14,0,97,0,0,1,2,7,3,0,3,1,0,1,2
20201013,Allen Fish,332,5.25,63.2,12,114,1,0,1,10,53,28,0,11,11,0,82,0,0,0,3,5,2,0,4,5,0,0,2
20201014,T. E. Ely,321,5,64.2,11,100,0,0,1,16,60,30,0,10,0,0,84,2,0,0,3,3,2,0,8,1,0,0,1
20201015,T. E. Ely,417,5,83.4,10,190,1,0,0,8,36,20,0,9,0,0,138,0,0,0,3,2,3,0,3,3,0,0,1
20201016,Allen Fish,202,3.75,53.9,10,68,0,0,0,3,15,20,0,0,1,0,86,1,0,0,1,2,1,0,2,0,0,0,2
20201019,Kelsie McInnis ,241,4.5,53.6,11,68,1,0,0,1,27,9,0,5,7,0,107,0,0,0,5,2,4,0,1,2,0,1,1
20201020,Step Wilson ,245,5.25,46.66,11,70,1,0,0,16,40,15,0,5,4,0,73,1,0,0,5,3,0,0,8,4,0,0,0
20201021,Step Wilson,210,5,42,10,38,1,0,0,5,50,19,0,7,3,0,73,0,0,0,2,0,1,0,6,1,0,1,3
20201021,Step Wilson,210,5,42,10,38,1,0,0,5,50,19,0,7,3,0,73,0,0,0,2,0,1,0,6,1,0,1,3
20201022,T. E. Ely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201023,Allen Fish,260,5,52.0,12,80,1,1,0,8,15,8,0,5,2,0,128,0,0,0,2,5,2,0,1,0,0,0,2
20201026,Kelsie McInnis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201027,Step Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201028,Step Wilson,234,5,46.8,9,93,0,0,2,11,18,7,0,0,0,0,93,0,0,0,3,2,3,0,1,0,0,0,1
20201029,T. E. Ely,247,5,49.4,11,123,0,1,0,3,4,7,0,6,0,0,93,1,0,0,2,3,4,0,0,0,0,0,0
20201030,Allen Fish,191,4.5,42.4,9,43,0,1,0,4,34,7,0,1,0,0,95,0,0,0,2,4,0,0,0,0,0,0,0
20201102,Step Wilson,171,5,34.2,11,56,0,1,1,7,26,5,0,2,0,0,59,0,0,0,2,4,2,0,3,0,0,3,0
20201103,Jane Rudebusch,159,5,31.8,11,60,0,1,0,4,23,3,0,1,0,0,42,0,0,2,9,2,4,0,5,0,0,1,2
20201104,Jane Rudebusch,165,5,33,9,56,0,0,0,13,29,5,0,0,0,0,43,1,0,0,7,4,1,0,3,0,0,2,1
20201105,T. E. Ely,163,5,32.6,9,63,0,0,0,6,15,17,0,1,0,0,49,0,0,0,3,3,2,0,1,2,0,0,1
20201106,Allen Fish,90,5,18.0,4,45,0,0,0,0,1,2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1
20201109,Step Wilson,96,5,19.2,9,33,0,0,1,5,7,2,0,0,0,0,40,0,0,1,3,0,3,0,1,0,0,0,0
20201110,Jane Rudebusch ,191,5,38.2,10,43,0,2,0,12,22,6,0,2,0,0,89,0,0,0,5,3,4,0,1,0,0,1,1
20201111,Jane Rudebusch,147,5,29.4,9,59,0,0,4,12,9,2,0,0,0,0,54,0,0,0,1,1,3,0,0,0,0,0,2
20201112,T. E. Ely,183,5,36.6,10,64,0,0,3,13,20,2,0,2,0,0,67,1,0,0,8,0,1,0,1,0,0,0,1
20201113,Allen Fish,54,3,18.0,7,14,1,0,0,4,1,1,0,0,0,0,27,0,0,0,0,0,6,0,0,0,0,0,0
20201116,Step Wilson,107,5,21.4,6,52,0,0,2,17,3,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1
20201117,Step Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201118,Jane Rudebusch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201119,T. E. Ely,108,5,21.6,7,44,0,0,0,13,16,1,0,0,0,0,26,0,0,0,0,2,3,0,2,0,0,0,1
20201120,Allen Fish,172,5,34.4,11,57,0,0,2,24,11,12,0,1,0,0,52,0,0,1,3,1,5,0,2,0,0,0,1
